,Target Addr,City,CC,Country,Probe Longitude,Probe Latitude,Probe ID
44,217.0.200.206,Frankfurt am Main,DE,Germany,8.6805,50.1075,1002660
45,217.0.197.190,Frankfurt am Main,DE,Germany,8.6795,50.1095,1003944
46,91.23.192.5,NAN,NAN,NAN,NAN,NAN,NAN
47,91.23.215.205,NAN,NAN,NAN,NAN,NAN,NAN
48,195.243.14.2,Zuerich (Kreis 6) / Oberstrass,CH,Switzerland,8.5475,47.3805,6317
49,62.154.65.221,NAN,NAN,NAN,NAN,NAN,NAN
50,217.0.38.34,NAN,NAN,NAN,NAN,NAN,NAN
51,91.23.224.153,NAN,NAN,NAN,NAN,NAN,NAN
52,217.6.238.62,NAN,NAN,NAN,NAN,NAN,NAN
53,80.144.45.75,Zuerich (Kreis 6) / Oberstrass,CH,Switzerland,8.5475,47.3805,6317
54,80.146.143.153,NAN,NAN,NAN,NAN,NAN,NAN
55,62.154.80.213,NAN,NAN,NAN,NAN,NAN,NAN
56,62.154.52.117,Offenbach,DE,Germany,8.7395,50.1115,6558
57,91.23.228.129,NAN,NAN,NAN,NAN,NAN,NAN
58,91.23.218.85,NAN,NAN,NAN,NAN,NAN,NAN
59,217.5.89.170,Frankfurt am Main,DE,Germany,8.6805,50.1075,1002660
60,80.146.159.237,NAN,NAN,NAN,NAN,NAN,NAN
61,91.23.217.117,NAN,NAN,NAN,NAN,NAN,NAN
62,194.25.125.57,NAN,NAN,NAN,NAN,NAN,NAN
63,87.186.137.185,NAN,NAN,NAN,NAN,NAN,NAN
64,91.23.194.85,NAN,NAN,NAN,NAN,NAN,NAN
65,62.154.37.125,Bad Vilbel,DE,Germany,8.7375,50.1375,6601
66,80.148.163.102,NAN,NAN,NAN,NAN,NAN,NAN
67,80.148.154.139,NAN,NAN,NAN,NAN,NAN,NAN
68,87.186.131.13,NAN,NAN,NAN,NAN,NAN,NAN
69,80.146.155.249,NAN,NAN,NAN,NAN,NAN,NAN
70,91.23.250.237,NAN,NAN,NAN,NAN,NAN,NAN
71,80.148.188.42,NAN,NAN,NAN,NAN,NAN,NAN
72,217.239.58.6,Blackwall,GB,United Kingdom,-0.0025,51.5105,1000906
73,91.23.213.125,NAN,NAN,NAN,NAN,NAN,NAN
74,62.154.5.174,Hell's Kitchen,US,United States,-74.0005,40.7515,23059
75,217.0.197.58,Erkrath,DE,Germany,6.9105,51.2615,1000678
76,62.154.91.252,NAN,NAN,NAN,NAN,NAN,NAN
77,217.5.91.194,Frankfurt am Main,DE,Germany,8.6805,50.1075,1002660
78,195.243.242.146,NAN,NAN,NAN,NAN,NAN,NAN
79,217.5.67.210,Frankfurt am Main,DE,Germany,8.6795,50.1095,1003944
80,91.23.202.161,NAN,NAN,NAN,NAN,NAN,NAN
81,91.23.192.217,NAN,NAN,NAN,NAN,NAN,NAN
82,91.23.220.233,NAN,NAN,NAN,NAN,NAN,NAN
83,80.146.150.109,NAN,NAN,NAN,NAN,NAN,NAN
84,91.23.225.221,NAN,NAN,NAN,NAN,NAN,NAN
85,91.23.232.85,NAN,NAN,NAN,NAN,NAN,NAN
86,62.154.1.142,Erkrath,DE,Germany,6.9105,51.2615,1000678
87,91.23.204.73,NAN,NAN,NAN,NAN,NAN,NAN
88,91.23.251.97,NAN,NAN,NAN,NAN,NAN,NAN
89,91.23.233.13,NAN,NAN,NAN,NAN,NAN,NAN
90,5.10.220.7,NAN,NAN,NAN,NAN,NAN,NAN
91,80.146.149.117,NAN,NAN,NAN,NAN,NAN,NAN
92,80.148.221.200,NAN,NAN,NAN,NAN,NAN,NAN
93,91.23.218.161,NAN,NAN,NAN,NAN,NAN,NAN
94,80.148.110.25,NAN,NAN,NAN,NAN,NAN,NAN
95,91.23.233.141,NAN,NAN,NAN,NAN,NAN,NAN
96,80.146.151.241,NAN,NAN,NAN,NAN,NAN,NAN
97,91.23.250.181,NAN,NAN,NAN,NAN,NAN,NAN
98,91.23.195.229,NAN,NAN,NAN,NAN,NAN,NAN
99,217.5.71.85,NAN,NAN,NAN,NAN,NAN,NAN
